,Class,News
0,2,{'The January traffic measured the turnover passenger kilometers rpk went capacity measured seat available kilometers ask pink'}
0,2,"{""January september fiskars profit net went year-on-year eur million net sales eur million eur million']""}"
0,2,{'Net income on life insurance increase in net income on non-life insurance'}
0,2,{'Nyrstar has agreed to supply talvivaara tons of sulphuric acid per year use talvivaara s leaching process concentrated zinc supply period'}
0,2,"{""['Sales department store division hobby hall increase sales clothing store subsidiary seppala decreased']""}"
0,2,{'Increase sales in export markets'}
0,2,"{""['Sales increased market growth rates increased operations']""}"
0,2,{'The agreement strengthens the long-term partnership networks nokia siemens'}
0,2,"{""['Agreement signed biohit health uk base subsidiary biohit oyj finnish public company develops markets for liquid manipulation products diagnostic testing systems']""}"
0,2,{'Business estimates investments carried over lead increase net sales reached eur million'}
0,2,"{""The company's order book was held in euro bln september pct year international orders amounting to mln euro mn""}"
0,2,"{'The company stated that the demand for paper increased the main markets, including publication documents, increased the average price of paper per cent compared to the year'}"
0,2,{'The second largest manufacturer of stainless steel in the world said that the net profit over three months increased by millions of euros in millions of euros the previous year'}
0,2,{'Framework partnership nokia siemens networks signed initial framework purchase contract sitronics subsidiary jsc mikron largest manufacturer exporter microelectronic components russia'}
0,2,{'Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales Foreign sales'}
0,2,"{""['Standard charter securities stan pink ftse bank royal Scotland rbs shares pink barclays shares barc bcs']""}"
0,2,"{""['Parts nokia company pink Thursday cellular phone manufacturer said third quarter profit doubled action global combined market increased']""}"
0,2,{'Financial report published Friday seb says net profit gone sek bn anearlar sek bn proposal to increase dividend sek part'}
0,2,"{""['Large Store Sales Division Increase Sales Clothing Store Branch Seppala Increase Sales Hobby Hall Decreased']""}"
