Class,News,News
neutral,The terms and conditions of the Stock Option Scheme 2008 are available on the Company 's internet pages www.sanoma.com .,The terms and conditions of the 2008 action purchase option program are available on the Internet pages of the company www.sanoma.com.
neutral,"The third applicant , Fortum , was dropped .","The third applicant, Fortum, was abandoned."
neutral,"Tieto 's service is also used to send , process and receive materials related to absentee voting .","The Tieto service is also used to send, treat and receive equipment related to absent vote."
neutral,"Trading code : ELI1V Number of shares : 99,483 Price-share : Gratuitous After the transfer , Elisa holds a total of 10,435,023 own shares .","Negotiation code: ELI1V Number of shares: 99,483 PRICE-PARTING: free after transfer, Elisa holds a total of 10,435,023 clean shares."
neutral,"`` My wife is looking forward to getting a paycheck again , '' he quipped recently as a six-knot current swirled around his anchored and heavily sponsored jet sled .",`` My wife is looking forward to getting a pay check again '' he recently joked while a current of six nodes swirl around his anchored and heavily sponsored jet sled.
neutral,"`` That 's a very high figure on the European scale , '' Noop said , recalling however that this also includes beer bought by Finnish tourists .","`` It is a very high figure on a European scale, '' said Noop, recalling, however, that it also includes beer bought by Finnish tourists."
neutral,"`` Tweeple should check who 's following them , and be cautious when clicking on URLs and tinyurls . ''",`` Tweele should check who follows them and be careful when you click on the URL and the Tinyurls. ''
neutral,`` We have the most expensive water brand in Finland at the moment . '',`` We currently have the most expensive water mark in Finland. ''
neutral,15 September 2010 - Finnish electrical components maker Salcomp Oyj ( HEL : SAL1V ) announced today the launch of its latest Twist charger platform .,"September 15, 2010 - The manufacturer of Finnish electrical components Salcomi Oyj (HEL: SAL1V) announced today the launch of its latest Twist charger platform."
neutral,"A total of 1,800,000 stock options were issued in the 2003 stock option scheme .","A total of 1,800,000 shares purchase options were issued in the 2003 share purchase options scheme."
neutral,"A worm set to activate Friday will corrupt documents using the most common file types , including '' .","A number of worms to activate Friday will be corrupt documents using the most common file types, including ''."
negative,"According to Swedish authorities , traces of the very toxic osmium tetroxide have been found on the coast of Per+Æmeri , the Northernmost part of the Gulf of Bothnia .","According to Swedish authorities, traces of very toxic osmium tetroxide were found on the coast of Per + æmeri, the northernmost part of the Bothnia Gulf."
negative,Finnish airline Finnair is starting the temporary layoffs of cabin crews in February 2010 .,Finnish airline Finnair begins temporary layoff of cabin crews in February 2010.
neutral,Finnish energy company Fortum has set itself new stricter target limits for short-term carbon dioxide emissions from its heat and electricity production .,"Finnish Energy Company Fortum has set new, stricter target limits for short -term carbon dioxide emissions from its production of heat and electricity."
negative,"Finnish Food Workers ' Union SEL plans to hasten its collective bargaining with a two-day strike that would begin on 7 April 2010 , in Finland .","The Finnish food workers' union plans to hasten its collective negotiation with a two -day strike that would start on April 7, 2010, in Finland."
neutral,Finnish Honkarakenne that specialises in the building of log houses is planning to use pine from Russian Karelia .,Finnish Honkarakene specializing in the construction of log houses plans to use pine from Russian Carelia.
neutral,"Finnish Konecranes is again trying to acquire Italian Fantuzzi , a manufacturer of gantry cranes and reach stackers .","Finnish Konecranes again tries to acquire Italian Fantuzzi, a manufacturer of gantry cranes and reach empilers."
negative,Finnish M-real 's Kyro mill is starting negotiations to cut staff .,The Kyro Mill of Finnish M-Real is starting negotiations to reduce staff.
neutral,Finnish Nordic Aluminium is starting employer-employee negotiations in Finland that concern all staff groups .,Finnish Nordic aluminum is starting employer-employer negotiations in Finland which concern all staff groups.
neutral,Finnish publishing and printing group Ilkka-Yhtym+Æ will introduced a staff smoking ban as of the beginning of 2007 at the company 's three newspapers .,The Finnish publication and printing group ILKKA-YHTYM + æ presented a ban on staff smoking since the start of 2007 during the three newspapers of the company.
neutral,Finnish Stockmann Group 's mail order unit Hobby Hall has launched a trial marketing campaign in Russia .,The Hobby Hall of the Finnish Stockmann correspondence control unit launched a test marketing campaign in Russia.
negative,"Finnish Suominen Flexible Packaging is cutting 48 jobs in its unit in Tampere and two in Nastola , in Finland .","The Finnish flexible packaging Sumominen cuts 48 jobs in its unit in Tampere and two in Nastola, Finland."
negative,"In Finland , media group Talentum will start personnel negotiations to cut staff in parent company Talentum and publishing unit Talentum media .","In Finland, the Talentum media group will start staff negotiations to reduce the staff of the parent company Talentum and the Talentum Media publishing unit."
negative,"According to Laavainen , Raisio 's food marketing used to be reactive and inconsistent .","According to Laavainen, the food marketing of Raisio was reactive and inconsistent."
neutral,"According to the prosecutor , the share transactions were carried out after HK Ruokatalo had proceeded in the negotiations concerning the acquisition of Swedish Meats .","According to the prosecutor, the shares transactions were carried out after HK RUOKATALO continued negotiations concerning the acquisition of Swedish meats."
neutral,"According to Tiimari , consumers are advised to cut away the rabbits bow tie that contains the formadehyde and dispose of it .","According to Tiimari, consumers are advised to cut the node of rabbit node which contains the drillinghyde and throw it away."
neutral,All other charges were dismissed .,All other charges have been rejected.
neutral,"Alpina Sports is a Lebanon , New Hampshire USA based distributor of e.g. Alpina ski shoes and skis , Exel ski poles , Start ski waxes and now also Peltonen cross-country skis .","Alpina Sports is a distributor of Lebanon, New Hampshire USA, e.g. Alpina and ski ski shoes, Exel ski polon, start ski waxes and now also cross-country Peltonen."
neutral,Among the biggest Christmas sellers were a 35 satin bow shift dress styled on outfits worn by Victoria Beckham and a 75 Paris Hilton Prom dress .,"Among the biggest Christmas sellers, there was a satin knot dress in satin 35 stylized on outfits carried by Victoria Beckham and a Hilton 75 Paris ball dress."
neutral,"Among the Scandinavian companies present in St. Petersburg , is also named the Swedish concern NCC , which implements projects in the field of asphalt production , road and housing construction ( project Swedish Krona ) .","Among the Scandinavian companies present in Saint Petersburg, also appears the Swedish worrying NCC, which implements projects in the field of asphalt production, road construction and housing (Project Swedish Krona)."
neutral,An international conference call and audio webcast concerning the financial result January-March 2010 will begin at 14.00 EET .,An international conference and an audio webdiffusion concerning the financial result of January-March 2010 will start at 2:00 p.m. EET.
neutral,Another problem is cola-flavoured long drinks .,Another problem is the long drinks at the Cola.
neutral,Antniemi refuted a report by the Finnish daily Turun Sanomat as if the company was reorganizing its operations in the Baltic countries .,Antniemi refuted a report of the Finnish daily Turun Sanomat as if the company reorganized its operations in the Baltic countries.
