,News
1645,"['organization', 'member', 'russian', 'auto', 'sector', 'union', 'mpra', 'active', 'tikkurila', 'acquired', 'russian', 'paint', 'company', 'kraski', 'teks']"
3417,"['section', 'place', 'form', 'loadbearing', 'steel', 'structure', 'bridge', 'say', 'sami', 'eronen', 'senior', 'vice', 'president', 'infrastructure', 'northern', 'europe', 'ruukki', 'construction']"
3476,"['westpac', 'banking', 'corp', 'issue', 'benchmark', 'year', 'frn', 'deal', 'euro']"
4093,"['cash', 'flow', 'operation', 'totalled', 'eur', 'mn', 'compared', 'negative', 'eur', 'mn', 'corresponding', 'period']"
2861,"['credit', 'november', 'finnish', 'glass', 'technology', 'company', 'glaston', 'oyj', 'abp', 'hel', 'glav', 'said', 'today', 'concluded', 'eurm', 'revolving', 'credit', 'facility', 'agreement', 'core', 'bank']"
1792,"['pleased', 'fine', 'cooperation', 'country', 'recent', 'time', 'said']"
1430,"['subsidiary', 'responsible', 'filter', 'sale', 'local', 'assembly', 'filter', 'market', 'service', 'china']"
2826,"['based', 'design', 'previous', 'handset', 'nokia', 'e', 'nokia', 'e', 'symbianbased', 'model', 'promised', 'offer', 'direct', 'access', 'cent', 'world', 's', 'corporate', 'email', 'mail', 'exchange', 'ibm', 'lotus', 'note', 'traveler']"
3797,"['company', 'annual', 'turnover', 'eur', 'm']"
3368,"['study', 'expected', 'provide', 'proof', 'pharmacodynamic', 'activity', 'human', 'corroborate', 'safety', 'profile', 'establish', 'dose', 'range', 'therapeutic', 'study']"
3367,"['start', 'negotiation', 'relating', 'glaston', 's', 'efficiency', 'program', 'announced', 'october']"
3533,"['result', 'number', 'personnel', 'finland', 'reduced']"
3100,"['radiation', 'today', 'service', 'house', 'expert', 'radiation', 'nuclear', 'safety', 'issue']"
50,"['company', 'said', 'paper', 'demand', 'increased', 'main', 'market', 'including', 'publication', 'paper', 'increased', 'average', 'paper', 'price', 'percent', 'compared', 'year']"
1013,"['marubeni', 'marubeni', 'corporation', 'tse', 'adr', 'maruy', 'established', 'core', 'company', 'marubeni', 'group', 'japan', 's', 'leading', 'general', 'trading', 'house']"
1928,"['tool', 'patent', 'pending', 'design', 'allows', 'consumer', 'lay', 'entire', 'project', 'removable', 'plate', 'using', 'multiple', 'clear', 'stamp', 'kind']"
3449,"['taking', 'marimekko', 'distinctly', 'significant', 'scale']"
3870,"['newly', 'created', 'position', 'established', 'strengthen', 'amer', 'sport', 'management', 'strategic', 'planning', 'execution']"
603,"['bilfinger', 'investor', 'cheered', 'agreement', 'pushing', 'share', 'euro', 'euro', 'afternoon', 'trade']"
3056,"['nordea', 's', 'chairman', 'board', 'han', 'dalborg', 'informed', 'nomination', 'committee', 'reelection', 'annual', 'general', 'meeting']"
4228,"['rapala', 'fishing', 'frenzy']"
126,"['bank', 'forecast', 'finland', 's', 'gdp', 'grow']"
4036,"['operating', 'loss', 'totalled', 'eur', 'mn', 'compared', 'profit', 'eur', 'mn', 'half']"
3876,"['orangehandled', 'scissors', 'fiskars', 'permanent', 'design', 'collection', 'museum', 'modern', 'art', 'new', 'york', 'philadelphia', 'museum', 'art']"
2935,"['position', 'nokia', 'siemens', 'network', 'head', 'business', 'human', 'resource', 'nsn', 'global']"
3204,"['company', 'serf', 'approximately', 'customer', 'country']"
1347,"['technopolis', 's', 'technological', 'center', 'supply', 'client', 'modern', 'highclass', 'premise']"
3055,"['nordea', 'pankki', 'suomi', 'oyj', 'according', 'previously', 'announced', 'forward', 'contract', 'alma', 'medium', 'corporation', 'share']"
355,"['operating', 'profit', 'increased', 'eur', 'mn', 'eur', 'mn', 'corresponding', 'period']"
4517,"['negotiation', 'concern', 'salaried', 'senior', 'salaried', 'employee', 'scheduled', 'completed', 'week']"
3531,"['percent', 'world', 's', 'roro', 'fleet', 'year', 'old', 'need', 'scrapped', 'environmental', 'reason']"
2730,"['january', 'scandinavian', 'lender', 'sampo', 'bank', 'hel', 'samas', 'pohjola', 'bank', 'hel', 'pohs', 'svenska', 'handelsbanken', 'sto', 'shb', 'provided', 'eurm', 'usdm', 'line', 'credit', 'lemminkainen', 'oyj', 'hel', 'lem', 'finnish', 'construction', 'firm', 'said', 'friday']"
827,"['cash', 'flow', 'operating', 'activity', 'estimated', 'positive']"
1639,"['new', 'include', 'mc', 'pda', 'motorola', 'used', 'poundstretcher', 'operative', 'shift', 'integrate', 'realtime', 'company', 's', 'existing', 'warehouse', 'management', 'aldata', 'gold', 'stock', 'went', 'live']"
3694,"['financial', 'detail', 'deployment', 'disclosed']"
3040,"['nd', 'disclosed']"
984,"['finnish', 'group', 'anticipates', 'sale', 'gain', 'eurm', 'tax', 'expense']"
3281,"['market', 'completely', 'controlled', 'bank', 'nordea', 'op', 'bank', 'group', 'sampo']"
4818,"['finnishswedish', 'stora', 'enso', 'doe', 'understand', 'decision', 'issued', 'federal', 'judge', 'brazil', 'concerning', 'stora', 'enso', 's', 'associated', 'pulp', 'company', 'veracel']"
4016,"['expense', 'ratio', 'compared', 'corresponding', 'period']"
2188,"['present', 'time', 'nokian', 'tire', 'contract', 'tire', 'production', 'china']"
4760,"['revenue', 'slightly', 'xac', 'million', 'million', 'compared', 'xac', 'million', 'year', 'earlier']"
2443,"['electronic', 'version', 'require', 'hour', 'copy', 'customized', 'client', 'digital', 'control', 'custom', 'watermark']"
362,"['return', 'capital', 'employed', 'rose', 'percentage', 'point']"
2349,"['price', 'specified', 'completion', 'date']"
345,"['adp', 'news', 'nov', 'finnish', 'ac', 'drive', 'manufacturer', 'vacon', 'oyj', 'omx', 'vacv', 'said', 'today', 'set', 'new', 'representative', 'office', 'romania', 'ukraine', 'serve', 'growing', 'market', 'eastern', 'southeastern', 'europe']"
3973,"['vaisala', 's', 'board', 'director', 'propose', 'dividend', 'euro', 'share', 'company', 's', 'annual', 'general', 'meeting']"
4469,"['nokian', 'tyre', 'prof', 'high', 'safety', 'excellently', 'important', 'driving', 'quality', 'stability', 'mark', 'handling', 'braking', 'wet', 'road']"
711,"['stora', 'enso', 'r', 'share', 'rose', 'pct', 'eur', 'upmkymmene', 'dragged', 'higher', 'rising', 'pct', 'eur', 'mreal', 'b', 'added', 'pct', 'eur']"
3205,"['company', 'serf', 'customer', 'various', 'industry', 'including', 'process', 'resource', 'industrial', 'machinery', 'architecture', 'building', 'construction', 'electrical', 'transportation', 'electronics', 'chemical', 'petrochemical', 'energy', 'information', 'technology', 'catering', 'household']"
3994,"['production', 'level', 'agreed', 'producer', 'long', 'time', 'ago', 'fall', 'consumption', 'lead', 'loss']"
4650,"['finnish', 'electronics', 'contract', 'manufacturer', 'scanfil', 'report', 'net', 'sale', 'eur', 'mn', 'eur', 'mn']"
3979,"['company', 'did', 'indicate', 'level', 'investment', 'unit', 'said', 'purchased', 'equipment', 'nokia', 'corporation', 's', 'mobile', 'phone', 'rd', 'laboratory', 'jyvaeskylae']"
3325,"['point', 'village', 'designed', 'scott', 'tallon', 'walker', 'include', 'shopping', 'center', 'office', 'premise', 'hotel', 'cinema']"
10,"['teliasonera', 'tlsn', 'said', 'offer', 'line', 'strategy', 'increase', 'ownership', 'core', 'business', 'holding', 'strengthen', 'eesti', 'telekom', 's', 'offering', 'customer']"
1683,"['trading', 'new', 'share', 'right', 'dividend', 'distribution', 'fund', 'start', 'exchange', 'helsinki', 'tomorrow']"
2116,"['alma', 'medium', 's', 'operating', 'profit', 'eur', 'mn']"
4593,"['operating', 'loss', 'totalled', 'eur', 'mn', 'profit', 'eur', 'mn', 'half']"
1834,"['active', 'shipping', 'essential', 'finland']"
793,"['situation', 'normalises', 'company', 'able', 'increase', 'residential', 'unit', 'sale', 'st', 'petersburg', 'moscow', 'particular']"
3363,"['share', 'shall', 'acquired', 'according', 'rule', 'nasdaq', 'omx', 'helsinki', 'according', 'rule', 'related', 'acquisition', 'company', 's', 'share']"
4793,"['finnish', 'suominen', 'corporation', 'make', 'wipe', 'nonwovens', 'flexible', 'packaging', 'expects', 'change', 'market', 'situation', 'reduce', 'sale', 'suominen', 's', 'nonwovens', 'wet', 'wipe', 'previously', 'estimated', 'volume']"
2802,"['eu', 'law', 'issue', 'introduced']"
2674,"['restructuring', 'measure', 'affect', 'production', 'packaging', 'printing', 'material']"
94,"['finnish', 'bank', 'land', 's', 'consolidated', 'net', 'operating', 'profit', 'increased', 'eur', 'mn', 'quarter', 'eur', 'mn', 'quarter']"
3989,"['quarter', 'fiscal', 'efore', 'swung', 'net', 'loss', 'eur', 'versus', 'net', 'profit', 'eur', 'corresponding', 'period', 'fiscal']"
129,"['department', 'store', 'division', 'reported', 'increase', 'sale', 'cent']"
3756,"['teleste', 'expects', 'start', 'delivery', 'end']"
2891,"['financial', 'term', 'disclosed']"
2371,"['aker', 'yard', 'finland', 'begin', 'using', 'chinese', 'subcontractor', 'finnish', 'shipyard']"
2094,"['elektrobit', 'eb', 'renewed', 'infrastructure', 'contract', 'ict', 'service', 'provider', 'fujitsu', 'service', 'eb', 's', 'patja', 'service']"
3966,"['underground', 'parking', 'facility', 'built', 'basement', 'floor']"
3332,"['price', 'stainless', 'steel', 'rose', 'europe']"
4783,"['currently', 'company', 'foresees', 'pretax', 'profit', 'remain', 'level', 'reached', 'eur', 'usd', 'compared', 'previous', 'projection', 'slightly', 'better', 'pretax', 'profit']"
3228,"['deal', 'includes', 'option', 'cramo', 'buy', 'minority', 'stake']"
4769,"['term', 'aforementioned', 'funding', 'considerably', 'bank', 's', 'current', 'cd', 'level', 'market', 'maturity', 'ranging', 'year']"
3767,"['area', 'include', 'central', 'building', 'honkarakenne', 'started', 'negotiation', 'delivery']"
2995,"['kaleva', 'kustannus', 'oy', 'business', 'id', 'according', 'notice', 'august', 'acquired', 'alma', 'medium', 'share']"
2263,"['growth', 'initiative', 'chosen', 'geographic', 'area', 'ongoing', 'continued', 'noting', 'lindex', 'opened', 'store', 'czech', 'republic', 'autumn', 'brno']"
1900,"['homeowner', 'north', 'america', 'green', 'experience', 'share', 'cost', 'saving', 'clean', 'ecofriendly', 'heating']"
2275,"['finnish', 'construction', 'company', 'lemminkainen', 'oyj', 'hel', 'lem', 'said', 'yesterday', 'build', 'plastic', 'film', 'extrusion', 'plant', 'packaging', 'material', 'supplier', 'ab', 'rani', 'plast', 'oy', 'lemminkainen', 's', 'kaluga', 'industrial', 'park', 'russia']"
814,"['according', 'ceo', 'kai', 'telanne', 'company', 's', 'newspaper', 'achieved', 'best', 'financial', 'result']"
3230,"['decision', 'mean', 'temporary', 'layoff', 'fixed', 'duration', 'company', 's', 'nastola', 'jyvaskyla', 'unit', 'southern', 'central', 'finland', 'respectively']"
1932,"['today', 'orange', 'scissors', 'iconic', 'symbol', 'excellent', 'ergonomic', 'design', 'superior', 'quality', 'associated', 'product', 'fiskars']"
2853,"['comptel', 'corporation', 'sami', 'ervio', 'president', 'ceo', 'distribution', 'nasdaq', 'omx', 'helsinki', 'major', 'medium', 'comptel', 'dynamic', 'os', 'solution', 'enable', 'telecom', 'service', 'provider', 'deliver', 'service', 'flexibly', 'charge', 'effectively']"
4114,"['negotiation', 'reduction', 'person', 'taken', 'place', 'natural', 'redundancy', 'termination', 'fixedterm', 'contract']"
2912,"['new', 'share', 'subscribed', 'stock', 'option', 'shareholder', 'right', 'commence', 'date', 'entered', 'trade', 'register']"
1865,"['company', 's', 'main', 'shareholder', 'lihakunta', 'itikka', 'osuuskunta', 'commitment', 'acquire', 'share', 'worth', 'eur', 'mn']"
1658,"['term', 'financing', 'approved', 'annual', 'general', 'meeting', 'company', 'held', 'june']"
516,"['corresponding', 'share', 'capital', 'increase', 'eur', 'entered', 'trade', 'register', 'today']"
3593,"['fl', 'group', 's', 'private', 'equity', 'division', 'manages', 'operating', 'company', 'including', 'icelandair', 'group', 'fl', 'travel', 'group', 'bluebird', 'sterling']"
1857,"['nokia', 'said', 'generation', 'mobile', 'gaming', 'platform', 'make', 'easy', 'people', 'buy', 'play', 'share', 'rich', 'immersive', 'game', 'range', 'nokia', 'device']"
2645,"['line', 'run', 'fully', 'underground', 'comprise', 'station', 'executed', 'implementation', 'stage']"
2243,"['soapstone', 'deposit', 'medvezhyegorsk', 'area', 'expected', 'increase', 'tulikivi', 's', 'current', 'reserve', 'considerably']"
1277,"['lember', 'said', 'matter', 'topical', 'estonia', 'drafted', 'social', 'affair', 'ministry', 'scrap', 'oldage', 'pension', 'favorable', 'condition']"
2336,"['basware', 'headquartered', 'espoo', 'finland']"
950,"['finnish', 'construction', 'group', 'lemminkainen', 'oyj', 'hel', 'lem', 'said', 'today', 'won', 'contract', 'provide', 'technical', 'service', 'nevsky', 'centre', 'shopping', 'mall', 'opened', 'november', 'st', 'petersburg', 'russia']"
3482,"['enterprise', 'value', 'fray', 'bentos', 'pulp', 'forestal', 'oriental', 'total', 'approximately', 'euro', 'billion', 'upm', 'said']"
3044,"['new', 'delhi', 'feb', 'korteniemi', 'anneli', 'helokunnas', 'tuija', 'peltola', 'marjo', 'keskinen', 'jukka', 'salminen', 'jussi', 'tusa', 'kia', 'janhonen', 'risto', 'nokia', 'telecommunication', 'oy', 'espoo', 'finland', 'developed', 'cable', 'adjustment', 'device']"
3068,"['wednesday', 'announced', 'government', 'propose', 'granting', 'licence', 'reactor', 'built', 'fennovoima', 'tvo']"
1120,"['lietuvos', 'respublikos', 'sveikatos', 'apsaugos', 'ministerija', 'awarded', 'contract', 'uab', 'affecto', 'lietuva', 'financial', 'system', 'software', 'package']"
4315,"['driver', 'involved', 'twocar', 'accident']"
2597,"['company', 'offer', 'payroll', 'service', 'including', 'payroll', 'processing', 'payroll', 'tax', 'administration', 'employee', 'pay', 'service', 'including', 'direct', 'deposit', 'check', 'signing', 'readychex']"
2204,"['company', 'expects', 'sell', 'product', 'russian', 'region']"
419,"['biohit', 'expanded', 'mline', 'family', 'pipettors', 'addition', 'new', 'ml', 'volume', 'range']"
922,"['upmkymmene', 'upgraded', 'inline', 'underperform', 'goldman', 'sachs']"
1254,"['survey', 'goodyear', 'valued', 'tyre', 'brand', 'followed', 'continental', 'bridgestone']"
477,"['largest', 'elevator', 'market', 'world', 'chinese', 'output', 'elevator', 'continued', 'rise', 'unit', 'yronyr']"
2035,"['roshan', 's', 'net', 'sale', 'million', 'ebitda', 'million']"
4141,"['applicant', 'fortum', 'dropped']"
1692,"['make', 'available', 'following', 'brandnew', 'market', 'analysis', 'cement', 'uk', 'cement', 'poland', 'cement', 'belgium', 'analysis', 'clear', 'overview', 'actual', 'situation', 'future', 'outlook', 'cement', 'industry', 'european', 'country']"
4174,"['applying', 'summer', 'work', 'seen', 'laborious', 'stressful']"
4168,"['biggest', 'christmas', 'seller', 'satin', 'bow', 'shift', 'dress', 'styled', 'outfit', 'worn', 'victoria', 'beckham', 'paris', 'hilton', 'prom', 'dress']"
3571,"['deutsche', 'beteiligungs', 'private', 'equity', 'fund', 'manages', 'bought', 'mce', 'secondary', 'buyout', 'white', 'plain', 'ny', 'financial', 'investor', 'andlinger']"
1471,"['aim', 'understand', 'different', 'traffic', 'pattern', 'based', 'use', 'building']"
2601,"['company', 's', 'plant', 'russia', 'continue', 'make', 'tyre', 'near', 'market', 'plant', 'nokia', 'finland', 'manufacture', 'tyre', 'market']"
1202,"['consumer', 'increasingly', 'interested', 'heir', 'phone']"
2438,"['year', 'dividend', 'deducted', 'subscription', 'price']"
2626,"['ecommerce', 'site', 'flagship', 'managed', 'marimekko', 'north', 'america', 'retail', 'llc', 'subsidiary', 'established', 'year']"
1669,"['implementation', 'important', 'operator', 'launch', 'fixedtomobile', 'convergence', 'service', 'brazil', 'brazil']"
4673,"['earnings', 'share', 'eps', 'half', 'amounted', 'eur', 'eur', 'year', 'ago']"
1970,"['mr', 'skogster', 'currently', 'serf', 'manager', 'responsible', 'abb', 'oy', 's', 'module', 'low', 'voltage', 'drive']"
3110,"['salcomp', 'manufacturing', 'oy', 'pay', 'eur', 'million', 'cash', 'salcomp', 'connection', 'implementation', 'sale', 'transfer', 'business']"
2151,"['navteq', 'commanding', 'lead', 'installed', 'map', 'data', 'system', 'north', 'american', 'vehicle', 'leader', 'turnbyturn', 'navigation', 'data', 'offered', 'service', 'onstar', 'north', 'america', 'said', 'analyst', 'phil', 'magney', 'telematics', 'research', 'group', 'minnetonka', 'minn']"
3687,"['mr', 'mcdonald', 'started', 'evening', 'set', 'featuring', 'hit', 'solo', 'career', 'doobie', 'brother', 'year', 'selection', 'rb', 'cover', 'song', 'met', 'mixed', 'result']"
820,"['adanac', 'molybdenum', 'canada', 'ordered', 'grinding', 'technology', 'molybdenum', 'project', 'british', 'columbia', 'canada', 'shalkiya', 'zinc', 'kazakhstan', 'awarded', 'contract', 'grinding', 'technology', 'shalkiya', 'zinclead', 'project', 'kazakhstan']"
1997,"['adp', 'news', 'feb', 'finnish', 'retailer', 'kesko', 'oyj', 'hel', 'kesbv', 'said', 'today', 'total', 'sale', 'excluding', 'value', 'added', 'tax', 'vat', 'stood', 'eur', 'million', 'usd', 'm', 'january', 'yearonyea']"
4744,"['baltic', 'country', 'sale', 'fell']"
3054,"['nokia', 'negotiating', 'product', 'portfolio', 'new', 'company']"
1248,"['finland', 'paper', 'paperboard', 'reclaimed']"
2192,"['systeemitiimi', 's', 'sale', 'project', 'resource', 'strengthened', 'director', 'paul', 'skogberg', 'said']"
2712,"['swedbank', 'hypotek', 'issue', 'benchmark', 'fixed', 'rate', 'covered', 'deal', 'euro', 'maturing', 'january']"
992,"['acquisition', 'support', 'strategy', 'close', 'customer', 'world', 'offering', 'equipment', 'related', 'service']"
2190,"['southfield', 'mich', 'central', 'corporate', 'credit', 'union', 'distribute', 'patronage', 'dividend', 'member', 'waiving', 'service', 'fee', 'incurred', 'month', 'july', 'november', 'tune', 'estimated', 'million']"
4525,"['note', 'client', 'published', 'dutch', 'broker', 'described', 'company', 's', 'quarter', 'result', 'soft', 'noted', 'elcoteq', 'retained', 'guidance', 'dealer', 'said']"
